Company,Description,Phone,Address,Website,Total reviews,Rate reviews,Plus code,Image url,Accessibility
QUADRINHA,Quadra de esportes,,"R. João Negrão, 1624 - Centro, Curitiba - PR, 80230-150",//www.googleadservices.com/pagead/aclk?sa=L&ai=DChcSEwiw9pSGkYCHAxUlREgAHXvrBc4YABABGgJjZQ&ase=2&gclid=EAIaIQobChMIsPaUhpGAhwMVJURIAB176wXOEBAYASAAEgIyv_D_BwE&ohost=www.google.com.br&cid=CAASE-RoR1BPUAFQ3MEsjkza_IXgU1U&sig=AOD64_1L_mAakcR3gG2Oup4pZYexCY8A5Q&adurl&q&ctype=99&nis=6,(6),"4,5","HP4Q+MF Centro, Curitiba - PR",https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=ncqNt8k3LpWFjOkPVlSqFA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=66.16557&pitch=0&thumbfov=100,false
Quadra Poliesportiva,Quadra de basquete,,"Jardim das Américas, Curitiba - PR, 82590-300",//www.googleadservices.com/pagead/aclk?sa=L&ai=DChcSEwiw9pSGkYCHAxUlREgAHXvrBc4YABABGgJjZQ&ase=2&gclid=EAIaIQobChMIsPaUhpGAhwMVJURIAB176wXOEBAYASAAEgIyv_D_BwE&ohost=www.google.com.br&cid=CAASE-RoR1BPUAFQ3MEsjkza_IXgU1U&sig=AOD64_1L_mAakcR3gG2Oup4pZYexCY8A5Q&adurl&q&ctype=99&nis=6,(1),"5,0","GQVC+25 Jardim das Américas, Curitiba - PR",https://lh5.googleusercontent.com/p/AF1QipO1g869NgvNvDU85bB-WM-AdGKKBEKuysp-LvMv=w408-h838-k-no,true
Becker Quadras Esportivas,Quadra de esportes,(41) 99782-9788,"Rua Melchiades Silveira do Valle, 2050 - São João, Curitiba - PR, 82030-600",//www.googleadservices.com/pagead/aclk?sa=L&ai=DChcSEwiw9pSGkYCHAxUlREgAHXvrBc4YABABGgJjZQ&ase=2&gclid=EAIaIQobChMIsPaUhpGAhwMVJURIAB176wXOEBAYASAAEgIyv_D_BwE&ohost=www.google.com.br&cid=CAASE-RoR1BPUAFQ3MEsjkza_IXgU1U&sig=AOD64_1L_mAakcR3gG2Oup4pZYexCY8A5Q&adurl&q&ctype=99&nis=6,(5),"2,2","JM6W+X8 São João, Curitiba - PR",https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=NefKggk2pKyISF3iBOFM2Q&cb_client=search.gws-prod.gps&w=408&h=240&yaw=135.10718&pitch=0&thumbfov=100,true
Quadra de Futebol - Parque Diadema,Quadra de esportes,,"R. Dom Bosco, 446 - Novo Mundo, Curitiba - PR, 81050-330",//www.googleadservices.com/pagead/aclk?sa=L&ai=DChcSEwiw9pSGkYCHAxUlREgAHXvrBc4YABABGgJjZQ&ase=2&gclid=EAIaIQobChMIsPaUhpGAhwMVJURIAB176wXOEBAYASAAEgIyv_D_BwE&ohost=www.google.com.br&cid=CAASE-RoR1BPUAFQ3MEsjkza_IXgU1U&sig=AOD64_1L_mAakcR3gG2Oup4pZYexCY8A5Q&adurl&q&ctype=99&nis=6,(2),"3,0","GM4V+3P Novo Mundo, Curitiba - PR",https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=3fFezT6JaJOksfZDLOAvMg&cb_client=search.gws-prod.gps&w=408&h=240&yaw=258.18954&pitch=0&thumbfov=100,false
Quadra de Basquete Claudio Manoel Loyola e Silva,Quadra de esportes,,"R. Antônio Dionísio Sobrinho, 476-596 - Cidade Industrial de Curitiba, Curitiba - PR, 81450-310",//www.googleadservices.com/pagead/aclk?sa=L&ai=DChcSEwiw9pSGkYCHAxUlREgAHXvrBc4YABABGgJjZQ&ase=2&gclid=EAIaIQobChMIsPaUhpGAhwMVJURIAB176wXOEBAYASAAEgIyv_D_BwE&ohost=www.google.com.br&cid=CAASE-RoR1BPUAFQ3MEsjkza_IXgU1U&sig=AOD64_1L_mAakcR3gG2Oup4pZYexCY8A5Q&adurl&q&ctype=99&nis=6,(17),"4,3","GM52+92 Cidade Industrial de Curitiba, Curitiba - PR",https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=rUlcnAX_xPwHvs_psDrsUA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=330.16956&pitch=0&thumbfov=100,false
Arena CWB,Quadra de basquete,(41) 99891-5241,"R. Expedicionário Francisco Pereira dos Santos, 510 - Alto Boqueirão, Curitiba - PR, 81850-280",//www.googleadservices.com/pagead/aclk?sa=L&ai=DChcSEwiw9pSGkYCHAxUlREgAHXvrBc4YABABGgJjZQ&ase=2&gclid=EAIaIQobChMIsPaUhpGAhwMVJURIAB176wXOEBAYASAAEgIyv_D_BwE&ohost=www.google.com.br&cid=CAASE-RoR1BPUAFQ3MEsjkza_IXgU1U&sig=AOD64_1L_mAakcR3gG2Oup4pZYexCY8A5Q&adurl&q&ctype=99&nis=6,(3),"5,0","FP9X+6M Alto Boqueirão, Curitiba - PR",https://lh5.googleusercontent.com/p/AF1QipPTeHz1lBpjCfUmirJ4B_uklhZdM8pdU6sOwu7k=w408-h544-k-no,true
Centro Esportivo Boca Junior,Quadra de esportes,(41) 3349-7830,"R. Eduardo Pinto da Rocha, 369 - Alto Boqueirão, Curitiba - PR, 82510-290",//www.googleadservices.com/pagead/aclk?sa=L&ai=DChcSEwiw9pSGkYCHAxUlREgAHXvrBc4YABABGgJjZQ&ase=2&gclid=EAIaIQobChMIsPaUhpGAhwMVJURIAB176wXOEBAYASAAEgIyv_D_BwE&ohost=www.google.com.br&cid=CAASE-RoR1BPUAFQ3MEsjkza_IXgU1U&sig=AOD64_1L_mAakcR3gG2Oup4pZYexCY8A5Q&adurl&q&ctype=99&nis=6,(201),"4,6","FQ84+9V Alto Boqueirão, Curitiba - PR",https://lh5.googleusercontent.com/p/AF1QipO0DEt7bA-m8uwwe5vsaKMdZzsYOfDKMhwx72r6=w408-h544-k-no,true
Quadras de Peteca,Quadra de esportes,,"Rua Alfonso Osvaldo Grellmann, 68 - Pinheirinho, Curitiba - PR, 81880-080",//www.googleadservices.com/pagead/aclk?sa=L&ai=DChcSEwiw9pSGkYCHAxUlREgAHXvrBc4YABABGgJjZQ&ase=2&gclid=EAIaIQobChMIsPaUhpGAhwMVJURIAB176wXOEBAYASAAEgIyv_D_BwE&ohost=www.google.com.br&cid=CAASE-RoR1BPUAFQ3MEsjkza_IXgU1U&sig=AOD64_1L_mAakcR3gG2Oup4pZYexCY8A5Q&adurl&q&ctype=99&nis=6,(722),"4,6","FP73+JJ Pinheirinho, Curitiba - PR",https://lh5.googleusercontent.com/p/AF1QipM5JmZqWjmCKlWWasEZn7IY5UKb4-T6ejvqcMKl=w426-h240-k-no,true
Quadra de Tênis Seminário,Quadra de esportes,,"Mercês, Curitiba - PR",//www.googleadservices.com/pagead/aclk?sa=L&ai=DChcSEwiw9pSGkYCHAxUlREgAHXvrBc4YABABGgJjZQ&ase=2&gclid=EAIaIQobChMIsPaUhpGAhwMVJURIAB176wXOEBAYASAAEgIyv_D_BwE&ohost=www.google.com.br&cid=CAASE-RoR1BPUAFQ3MEsjkza_IXgU1U&sig=AOD64_1L_mAakcR3gG2Oup4pZYexCY8A5Q&adurl&q&ctype=99&nis=6,,,"HMHV+QJ Mercês, Curitiba - PR",,false
Pé na Areia - Santa Felicidade,Quadra de tênis,(41) 98406-1607,"Seminário, Curitiba - PR, 80310-550",//www.googleadservices.com/pagead/aclk?sa=L&ai=DChcSEwiw9pSGkYCHAxUlREgAHXvrBc4YABABGgJjZQ&ase=2&gclid=EAIaIQobChMIsPaUhpGAhwMVJURIAB176wXOEBAYASAAEgIyv_D_BwE&ohost=www.google.com.br&cid=CAASE-RoR1BPUAFQ3MEsjkza_IXgU1U&sig=AOD64_1L_mAakcR3gG2Oup4pZYexCY8A5Q&adurl&q&ctype=99&nis=6,(5),"4,4","GMWR+Q5 Seminário, Curitiba - PR",https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=MnE_qdxV579tEcTLwd-ZFg&cb_client=search.gws-prod.gps&w=408&h=240&yaw=223.08485&pitch=0&thumbfov=100,false
Garrafão de basquete do Jardim Ambiental,Quadra de esportes,,"Rua Antônio Escorsin, 2152 - Santa Felicidade, Curitiba - PR, 82015-000",//www.googleadservices.com/pagead/aclk?sa=L&ai=DChcSEwiw9pSGkYCHAxUlREgAHXvrBc4YABABGgJjZQ&ase=2&gclid=EAIaIQobChMIsPaUhpGAhwMVJURIAB176wXOEBAYASAAEgIyv_D_BwE&ohost=www.google.com.br&cid=CAASE-RoR1BPUAFQ3MEsjkza_IXgU1U&sig=AOD64_1L_mAakcR3gG2Oup4pZYexCY8A5Q&adurl&q&ctype=99&nis=6,(34),"4,8","HMJ2+C5 Santa Felicidade, Curitiba - PR",https://lh5.googleusercontent.com/p/AF1QipPQVgLnsUg06yKDIICp1zkuVhq-Yecvst6KT_bk=w408-h906-k-no,true
Arena Coliseu Sports,Quadra de basquete,(41) 98857-1917,"R. Schiller, 1813 - Alto da XV, Curitiba - PR, 80040-160",//www.googleadservices.com/pagead/aclk?sa=L&ai=DChcSEwiw9pSGkYCHAxUlREgAHXvrBc4YABABGgJjZQ&ase=2&gclid=EAIaIQobChMIsPaUhpGAhwMVJURIAB176wXOEBAYASAAEgIyv_D_BwE&ohost=www.google.com.br&cid=CAASE-RoR1BPUAFQ3MEsjkza_IXgU1U&sig=AOD64_1L_mAakcR3gG2Oup4pZYexCY8A5Q&adurl&q&ctype=99&nis=6,(3),"4,7","HQJ2+F7 Alto da XV, Curitiba - PR",https://lh5.googleusercontent.com/p/AF1QipOEcMFK-nR4-PupzzFDBVjcC8RDCS7Bj2Hdz8ae=w408-h306-k-no,true
Quadras de vôlei e futebol do Tingui,Quadra de esportes,,"Rua João Kalinowski, 211 - Cidade Industrial de Curitiba, Curitiba - PR, 81020-490",//www.googleadservices.com/pagead/aclk?sa=L&ai=DChcSEwiw9pSGkYCHAxUlREgAHXvrBc4YABABGgJjZQ&ase=2&gclid=EAIaIQobChMIsPaUhpGAhwMVJURIAB176wXOEBAYASAAEgIyv_D_BwE&ohost=www.google.com.br&cid=CAASE-RoR1BPUAFQ3MEsjkza_IXgU1U&sig=AOD64_1L_mAakcR3gG2Oup4pZYexCY8A5Q&adurl&q&ctype=99&nis=6,(438),"4,7","FMR9+J2 Cidade Industrial de Curitiba, Curitiba - PR",https://lh5.googleusercontent.com/p/AF1QipPJUjyYgcZtJOoWix6sdc_3KVw1pkPnsfbtpwNK=w408-h306-k-no,true
Centro Esportivo Luiz Brun,Quadra de esportes,(41) 98835-9318,"R. Prof. Dário García - Vista Alegre, Curitiba - PR, 81020-490",//www.googleadservices.com/pagead/aclk?sa=L&ai=DChcSEwiw9pSGkYCHAxUlREgAHXvrBc4YABABGgJjZQ&ase=2&gclid=EAIaIQobChMIsPaUhpGAhwMVJURIAB176wXOEBAYASAAEgIyv_D_BwE&ohost=www.google.com.br&cid=CAASE-RoR1BPUAFQ3MEsjkza_IXgU1U&sig=AOD64_1L_mAakcR3gG2Oup4pZYexCY8A5Q&adurl&q&ctype=99&nis=6,,,"HMWX+4F Vista Alegre, Curitiba - PR",https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=OyZbyozy7f3xrOLRrltw2Q&cb_client=search.gws-prod.gps&w=408&h=240&yaw=92.23874&pitch=0&thumbfov=100,false
Quadras de esportes - Parque Bacacheri,Quadra de esportes,,"Rua Octacyr Reinaldo Mion, 632 - Xaxim, Curitiba - PR, 81710-050",//www.googleadservices.com/pagead/aclk?sa=L&ai=DChcSEwiw9pSGkYCHAxUlREgAHXvrBc4YABABGgJjZQ&ase=2&gclid=EAIaIQobChMIsPaUhpGAhwMVJURIAB176wXOEBAYASAAEgIyv_D_BwE&ohost=www.google.com.br&cid=CAASE-RoR1BPUAFQ3MEsjkza_IXgU1U&sig=AOD64_1L_mAakcR3gG2Oup4pZYexCY8A5Q&adurl&q&ctype=99&nis=6,(83),"4,6","GP3J+X9 Xaxim, Curitiba - PR",https://lh5.googleusercontent.com/p/AF1QipProzXigIJ5w5dScja4pjCZVpSIPTqSOMlPo6jf=w426-h240-k-no,true
Quadra de Basquete da Praça Dr Ewaldo Riedel,Quadra de esportes,,"220, Rua Franz Josef Hoch, 118 - Bacacheri, Curitiba - PR, 82510-460",//www.googleadservices.com/pagead/aclk?sa=L&ai=DChcSEwiw9pSGkYCHAxUlREgAHXvrBc4YABABGgJjZQ&ase=2&gclid=EAIaIQobChMIsPaUhpGAhwMVJURIAB176wXOEBAYASAAEgIyv_D_BwE&ohost=www.google.com.br&cid=CAASE-RoR1BPUAFQ3MEsjkza_IXgU1U&sig=AOD64_1L_mAakcR3gG2Oup4pZYexCY8A5Q&adurl&q&ctype=99&nis=6,(2),"5,0","JQ68+CW Bacacheri, Curitiba - PR",https://lh5.googleusercontent.com/p/AF1QipOV_VPiLl0T7ETcPl9bQ1yfdBTFv9HCHhvRGUMH=w408-h725-k-no,false
Curitiba Tennis Center,Quadra de basquete,(41) 3332-6310,"R. Leandro Dacheux do Nascimento Júnior, 174 - Cidade Industrial de Curitiba, Curitiba - PR, 81270-220",//www.googleadservices.com/pagead/aclk?sa=L&ai=DChcSEwiw9pSGkYCHAxUlREgAHXvrBc4YABABGgJjZQ&ase=2&gclid=EAIaIQobChMIsPaUhpGAhwMVJURIAB176wXOEBAYASAAEgIyv_D_BwE&ohost=www.google.com.br&cid=CAASE-RoR1BPUAFQ3MEsjkza_IXgU1U&sig=AOD64_1L_mAakcR3gG2Oup4pZYexCY8A5Q&adurl&q&ctype=99&nis=6,(1),"5,0","GJWV+6F Cidade Industrial de Curitiba, Curitiba - PR",https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=GftOzNucXFvXX-zxkheMVw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=267.87823&pitch=0&thumbfov=100,false
Arena Anita,Quadra de tênis,(41) 98842-0108,"Rua Manoel Hygino dos Santos, 157 - Guaíra, Curitiba - PR, 80630-230",//www.googleadservices.com/pagead/aclk?sa=L&ai=DChcSEwiw9pSGkYCHAxUlREgAHXvrBc4YABABGgJjZQ&ase=2&gclid=EAIaIQobChMIsPaUhpGAhwMVJURIAB176wXOEBAYASAAEgIyv_D_BwE&ohost=www.google.com.br&cid=CAASE-RoR1BPUAFQ3MEsjkza_IXgU1U&sig=AOD64_1L_mAakcR3gG2Oup4pZYexCY8A5Q&adurl&q&ctype=99&nis=6,(67),"4,7","GPMJ+7X Guaíra, Curitiba - PR",https://lh5.googleusercontent.com/p/AF1QipPGa9D7vFiKkSwCb_0VbnIy1I9p_rJvftk1Qyz5=w408-h725-k-no,true
Arena Eppinghaus,Quadra de esportes,,"Av. Anita Garibaldi, 2510 - Boa Vista, Curitiba - PR, 82210-000",//www.googleadservices.com/pagead/aclk?sa=L&ai=DChcSEwiw9pSGkYCHAxUlREgAHXvrBc4YABABGgJjZQ&ase=2&gclid=EAIaIQobChMIsPaUhpGAhwMVJURIAB176wXOEBAYASAAEgIyv_D_BwE&ohost=www.google.com.br&cid=CAASE-RoR1BPUAFQ3MEsjkza_IXgU1U&sig=AOD64_1L_mAakcR3gG2Oup4pZYexCY8A5Q&adurl&q&ctype=99&nis=6,(113),"4,7","JP5R+G4 Boa Vista, Curitiba - PR",https://lh5.googleusercontent.com/p/AF1QipM_kHa7nSRV3KOEFNQCMeE_XCQEEbW69I66n2Y1=w426-h240-k-no,true
Be Happy Beach Sports,Quadra de basquete,,"Juvevê, Curitiba - PR, 82590-300",//www.googleadservices.com/pagead/aclk?sa=L&ai=DChcSEwiw9pSGkYCHAxUlREgAHXvrBc4YABABGgJjZQ&ase=2&gclid=EAIaIQobChMIsPaUhpGAhwMVJURIAB176wXOEBAYASAAEgIyv_D_BwE&ohost=www.google.com.br&cid=CAASE-RoR1BPUAFQ3MEsjkza_IXgU1U&sig=AOD64_1L_mAakcR3gG2Oup4pZYexCY8A5Q&adurl&q&ctype=99&nis=6,(21),"5,0","HPPW+3Q Juvevê, Curitiba - PR",https://lh5.googleusercontent.com/p/AF1QipN_LyAomLmGK7MmYuQSB1e-7UAdjUOBTj5JvT_p=w408-h301-k-no,true
Taurino Futsal,Quadra de esportes,,"Av. Pres. Getúlio Vargas, 2478 - Água Verde, Curitiba - PR, 80240-040",//www.googleadservices.com/pagead/aclk?sa=L&ai=DChcSEwiw9pSGkYCHAxUlREgAHXvrBc4YABABGgJjZQ&ase=2&gclid=EAIaIQobChMIsPaUhpGAhwMVJURIAB176wXOEBAYASAAEgIyv_D_BwE&ohost=www.google.com.br&cid=CAASE-RoR1BPUAFQ3MEsjkza_IXgU1U&sig=AOD64_1L_mAakcR3gG2Oup4pZYexCY8A5Q&adurl&q&ctype=99&nis=6,(8),"4,9","HP28+9Q Água Verde, Curitiba - PR",https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=osEzgDdtVJQUO4y2o4ycjA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=348.2578&pitch=0&thumbfov=100,false
Quadra Esportiva (de areia),Quadra de esportes,,"R. Gen. Teodorico Guimarães, 68 - Fanny, Curitiba - PR, 82590-300",//www.googleadservices.com/pagead/aclk?sa=L&ai=DChcSEwiw9pSGkYCHAxUlREgAHXvrBc4YABABGgJjZQ&ase=2&gclid=EAIaIQobChMIsPaUhpGAhwMVJURIAB176wXOEBAYASAAEgIyv_D_BwE&ohost=www.google.com.br&cid=CAASE-RoR1BPUAFQ3MEsjkza_IXgU1U&sig=AOD64_1L_mAakcR3gG2Oup4pZYexCY8A5Q&adurl&q&ctype=99&nis=6,(11),"4,9","GPCQ+X3 Fanny, Curitiba - PR",https://lh5.googleusercontent.com/p/AF1QipPUrRpjpcK2VTPfvQcmmsXzzeZRMgZ2-dqMuggu=w408-h306-k-no,true
Centro Esportivo Ipiranga,Quadra de vôlei de praia,(41) 99598-4368,"Av. Mal. Humberto de Alencar Castelo Branco, 779 - Jardim Social, Curitiba - PR, 82590-300",//www.googleadservices.com/pagead/aclk?sa=L&ai=DChcSEwiw9pSGkYCHAxUlREgAHXvrBc4YABABGgJjZQ&ase=2&gclid=EAIaIQobChMIsPaUhpGAhwMVJURIAB176wXOEBAYASAAEgIyv_D_BwE&ohost=www.google.com.br&cid=CAASE-RoR1BPUAFQ3MEsjkza_IXgU1U&sig=AOD64_1L_mAakcR3gG2Oup4pZYexCY8A5Q&adurl&q&ctype=99&nis=6,,,"HQ87+G5 Jardim Social, Curitiba - PR",https://lh5.googleusercontent.com/p/AF1QipMtnKDh-9bb3xlRnS1kuKIg-u428aPkC-o7_Vke=w408-h306-k-no,false
K10 Centro Esportivo,Ginásio poliesportivo,(41) 99981-4724,"R. Ipiranga, 770 - Capão Raso, Curitiba - PR, 81110-410",//www.googleadservices.com/pagead/aclk?sa=L&ai=DChcSEwiw9pSGkYCHAxUlREgAHXvrBc4YABABGgJjZQ&ase=2&gclid=EAIaIQobChMIsPaUhpGAhwMVJURIAB176wXOEBAYASAAEgIyv_D_BwE&ohost=www.google.com.br&cid=CAASE-RoR1BPUAFQ3MEsjkza_IXgU1U&sig=AOD64_1L_mAakcR3gG2Oup4pZYexCY8A5Q&adurl&q&ctype=99&nis=6,(1.598),"4,6","FPV6+RM Capão Raso, Curitiba - PR",https://lh5.googleusercontent.com/p/AF1QipNLHXJCzmJfRP6gxLOF8K4UdtH9DdkEtoTsW499=w426-h240-k-no,true
ATP Beach - Esportes de Areia,Campo de futebol,(41) 3016-6876,"Rua Teffé, 1204 - Vista Alegre, Curitiba - PR, 80520-110",//www.googleadservices.com/pagead/aclk?sa=L&ai=DChcSEwiw9pSGkYCHAxUlREgAHXvrBc4YABABGgJjZQ&ase=2&gclid=EAIaIQobChMIsPaUhpGAhwMVJURIAB176wXOEBAYASAAEgIyv_D_BwE&ohost=www.google.com.br&cid=CAASE-RoR1BPUAFQ3MEsjkza_IXgU1U&sig=AOD64_1L_mAakcR3gG2Oup4pZYexCY8A5Q&adurl&q&ctype=99&nis=6,(503),"4,5","HPP7+PM Vista Alegre, Curitiba - PR",https://lh5.googleusercontent.com/p/AF1QipNDMaXoYEb2DLaFJ_q9jbaE_HqIHOVQLanAymLS=w426-h240-k-no,true
Quadra de areia 3,Quadra de esportes,,"R. Itupava, 205 - Alto da Glória, Curitiba - PR, 80060-272",//www.googleadservices.com/pagead/aclk?sa=L&ai=DChcSEwiw9pSGkYCHAxUlREgAHXvrBc4YABABGgJjZQ&ase=2&gclid=EAIaIQobChMIsPaUhpGAhwMVJURIAB176wXOEBAYASAAEgIyv_D_BwE&ohost=www.google.com.br&cid=CAASE-RoR1BPUAFQ3MEsjkza_IXgU1U&sig=AOD64_1L_mAakcR3gG2Oup4pZYexCY8A5Q&adurl&q&ctype=99&nis=6,(66),"4,9","HPGR+HP Alto da Glória, Curitiba - PR",https://lh5.googleusercontent.com/p/AF1QipN8eHEK2CZVl5WawvEfPW6vlpWQXQqmJUPlDDYs=w408-h306-k-no,false
Centro de Esporte e Lazer Xaxim / Vereador João Derosso,Quadra de esportes,(41) 3376-6328,"R. Calixto Razolini, 220 - Portão, Curitiba - PR, 81070-060",//www.googleadservices.com/pagead/aclk?sa=L&ai=DChcSEwiw9pSGkYCHAxUlREgAHXvrBc4YABABGgJjZQ&ase=2&gclid=EAIaIQobChMIsPaUhpGAhwMVJURIAB176wXOEBAYASAAEgIyv_D_BwE&ohost=www.google.com.br&cid=CAASE-RoR1BPUAFQ3MEsjkza_IXgU1U&sig=AOD64_1L_mAakcR3gG2Oup4pZYexCY8A5Q&adurl&q&ctype=99&nis=6,(2),"4,5","GPF4+86 Portão, Curitiba - PR",https://lh5.googleusercontent.com/p/AF1QipOWUudLGcWxP_UddWieYRhtkIDH8ubWDeuXIVKM=w493-h240-k-no,false
Escola de Futebol Boca Juniors,Quadra de esportes,(41) 3011-3580,"Rua Dom José Marello, 101 - Xaxim, Curitiba - PR, 81710-190",//www.googleadservices.com/pagead/aclk?sa=L&ai=DChcSEwiw9pSGkYCHAxUlREgAHXvrBc4YABABGgJjZQ&ase=2&gclid=EAIaIQobChMIsPaUhpGAhwMVJURIAB176wXOEBAYASAAEgIyv_D_BwE&ohost=www.google.com.br&cid=CAASE-RoR1BPUAFQ3MEsjkza_IXgU1U&sig=AOD64_1L_mAakcR3gG2Oup4pZYexCY8A5Q&adurl&q&ctype=99&nis=6,(207),"4,6","GP2M+M8 Xaxim, Curitiba - PR",https://lh5.googleusercontent.com/p/AF1QipMRB2Ee5qOskvqyb3oTRF-AUW4kXXKiTOcqfSLq=w426-h240-k-no,true
